id_club;nombre;dias;longitud_reserva;momento_dia;costo;numero_canchas
BOG10;Bogota Padel Club;L-V;HORA;TARDE;80000;1
BOG10;Bogota Padel Club;L-V;HORA;TARDE;80000;1
BOG10;Bogota Padel Club;L-V;HORA Y MEDIA;NOCHE;220000;1
BOG10;Bogota Padel Club;L-V;HORA Y MEDIA;NOCHE;220000;1
BOG10;Bogota Padel Club;L-V;HORA Y MEDIA;NOCHE;220000;1
BOG10;Bogota Padel Club;S-F;HORA;TARDE;100000;1
BOG10;Bogota Padel Club;S-F;HORA;TARDE;100000;1
BOG10;Bogota Padel Club;S-F;HORA;TARDE;100000;1
BOG10;Bogota Padel Club;S-F;HORA;TARDE;100000;1
BOG10;Bogota Padel Club;S-F;HORA;TARDE;100000;1
BOG10;Bogota Padel Club;S-F;HORA;NOCHE;100000;1
BOG10;Bogota Padel Club;S-F;HORA;NOCHE;100000;1
BOG10;Bogota Padel Club;S-F;HORA;NOCHE;100000;1
BOG10;Bogota Padel Club;S-F;HORA;NOCHE;100000;1
BOG10;Bogota Padel Club;S-F;HORA Y MEDIA;MANANA;220000;1
BOG10;Bogota Padel Club;S-F;HORA Y MEDIA;MANANA;220000;1
BOG10;Bogota Padel Club;S-F;HORA Y MEDIA;MANANA;220000;1
BOG10;Bogota Padel Club;S-F;HORA Y MEDIA;MANANA;120000;1
BOG11;Padel Mania;L-V;HORA;MANANA;60000;1
BOG11;Padel Mania;L-V;HORA;MANANA;80000;1
BOG11;Padel Mania;L-V;HORA;MANANA;60000;1
BOG11;Padel Mania;L-V;HORA;MANANA;60000;1
BOG11;Padel Mania;L-V;HORA;MANANA;60000;1
BOG11;Padel Mania;L-V;HORA;MANANA;80000;1
BOG11;Padel Mania;L-V;HORA;TARDE;100000;1
BOG11;Padel Mania;L-V;HORA;TARDE;50000;1
BOG11;Padel Mania;L-V;HORA;TARDE;50000;1
BOG11;Padel Mania;L-V;HORA;NOCHE;80000;1
BOG11;Padel Mania;L-V;HORA Y MEDIA;TARDE;80000;1
BOG11;Padel Mania;L-V;HORA Y MEDIA;TARDE;90000;1
BOG11;Padel Mania;L-V;HORA Y MEDIA;NOCHE;150000;1
BOG11;Padel Mania;L-V;HORA Y MEDIA;NOCHE;180000;1
BOG11;Padel Mania;L-V;HORA Y MEDIA;NOCHE;180000;1
BOG11;Padel Mania;S-F;HORA;MANANA;100000;1
BOG11;Padel Mania;S-F;HORA;MANANA;80000;1
BOG11;Padel Mania;S-F;HORA;MANANA;90000;1
BOG11;Padel Mania;S-F;HORA;MANANA;90000;1
BOG11;Padel Mania;S-F;HORA;MANANA;100000;1
BOG11;Padel Mania;S-F;HORA;MANANA;100000;1
BOG11;Padel Mania;S-F;HORA;TARDE;80000;1
BOG11;Padel Mania;S-F;HORA;TARDE;80000;1
BOG11;Padel Mania;S-F;HORA;TARDE;80000;1
BOG11;Padel Mania;S-F;HORA;TARDE;80000;1
BOG11;Padel Mania;S-F;HORA;TARDE;80000;1
BOG11;Padel Mania;S-F;HORA;TARDE;80000;1
BOG11;Padel Mania;S-F;HORA;NOCHE;80000;1
BOG11;Padel Mania;S-F;HORA;NOCHE;80000;1
BOG11;Padel Mania;S-F;HORA;NOCHE;80000;1
BOG11;Padel Mania;S-F;HORA;NOCHE;60000;1
BOG11;Padel Mania;S-F;HORA;NOCHE;60000;1
BOG12;Top Padel Bogota;L-V;HORA;MANANA;80000;2
BOG12;Top Padel Bogota;L-V;HORA;MANANA;80000;2
BOG12;Top Padel Bogota;L-V;HORA;MANANA;60000;2
BOG12;Top Padel Bogota;L-V;HORA;MANANA;60000;2
BOG12;Top Padel Bogota;L-V;HORA;MANANA;60000;2
BOG12;Top Padel Bogota;L-V;HORA;MANANA;60000;2
BOG12;Top Padel Bogota;L-V;HORA;TARDE;60000;2
BOG12;Top Padel Bogota;L-V;HORA;NOCHE;60000;2
BOG12;Top Padel Bogota;L-V;HORA Y MEDIA;TARDE;80000;2
BOG12;Top Padel Bogota;L-V;HORA Y MEDIA;TARDE;80000;2
BOG12;Top Padel Bogota;L-V;HORA Y MEDIA;TARDE;80000;2
BOG12;Top Padel Bogota;L-V;HORA Y MEDIA;NOCHE;135000;2
BOG12;Top Padel Bogota;L-V;HORA Y MEDIA;NOCHE;135000;2
BOG12;Top Padel Bogota;L-V;HORA Y MEDIA;NOCHE;135000;2
BOG12;Top Padel Bogota;S-F;HORA;TARDE;80000;2
BOG12;Top Padel Bogota;S-F;HORA;TARDE;80000;2
BOG12;Top Padel Bogota;S-F;HORA;TARDE;80000;2
BOG12;Top Padel Bogota;S-F;HORA;TARDE;80000;2
BOG12;Top Padel Bogota;S-F;HORA;TARDE;80000;2
BOG12;Top Padel Bogota;S-F;HORA;TARDE;80000;2
BOG12;Top Padel Bogota;S-F;HORA;NOCHE;80000;2
BOG12;Top Padel Bogota;S-F;HORA;NOCHE;80000;2
BOG12;Top Padel Bogota;S-F;HORA;NOCHE;80000;2
BOG12;Top Padel Bogota;S-F;HORA;NOCHE;80000;2
BOG12;Top Padel Bogota;S-F;HORA;NOCHE;80000;2
BOG12;Top Padel Bogota;S-F;HORA Y MEDIA;MANANA;80000;2
BOG12;Top Padel Bogota;S-F;HORA Y MEDIA;MANANA;135000;2
BOG12;Top Padel Bogota;S-F;HORA Y MEDIA;MANANA;135000;2
BOG12;Top Padel Bogota;S-F;HORA Y MEDIA;MANANA;135000;2
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA;MANANA;30000;4
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA;MANANA;30000;4
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA;MANANA;30000;4
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA;MANANA;30000;4
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA;MANANA;30000;4
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA;MANANA;30000;4
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA;TARDE;30000;4
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA;TARDE;30000;4
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA;TARDE;30000;4
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA;TARDE;30000;4
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA Y MEDIA;MANANA;50000;4
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA Y MEDIA;MANANA;50000;4
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA Y MEDIA;MANANA;50000;4
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA Y MEDIA;MANANA;50000;4
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA Y MEDIA;TARDE;50000;4
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA Y MEDIA;TARDE;70000;4
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA Y MEDIA;TARDE;50000;4
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA Y MEDIA;NOCHE;100000;4
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA Y MEDIA;NOCHE;100000;4
BOG13;Padel Fedecoltenis Forest Hills;L-V;HORA Y MEDIA;NOCHE;100000;4
BOG13;Padel Fedecoltenis Forest Hills;S-F;HORA;TARDE;60000;4
BOG13;Padel Fedecoltenis Forest Hills;S-F;HORA;TARDE;30000;4
BOG13;Padel Fedecoltenis Forest Hills;S-F;HORA Y MEDIA;MANANA;60000;4
BOG13;Padel Fedecoltenis Forest Hills;S-F;HORA Y MEDIA;MANANA;60000;4
BOG13;Padel Fedecoltenis Forest Hills;S-F;HORA Y MEDIA;MANANA;60000;4
BOG13;Padel Fedecoltenis Forest Hills;S-F;HORA Y MEDIA;MANANA;60000;4
BOG13;Padel Fedecoltenis Forest Hills;S-F;HORA Y MEDIA;TARDE;60000;4
BOG14;La Pala Club de Padel;L-V;HORA;MANANA;90000;5
BOG14;La Pala Club de Padel;L-V;HORA;MANANA;90000;5
BOG14;La Pala Club de Padel;L-V;HORA;MANANA;90000;5
BOG14;La Pala Club de Padel;L-V;HORA;MANANA;90000;5
BOG14;La Pala Club de Padel;L-V;HORA;MANANA;90000;5
BOG14;La Pala Club de Padel;L-V;HORA;MANANA;90000;5
BOG14;La Pala Club de Padel;L-V;HORA;TARDE;110000;5
BOG14;La Pala Club de Padel;L-V;HORA;TARDE;110000;5
BOG14;La Pala Club de Padel;L-V;HORA;TARDE;110000;5
BOG14;La Pala Club de Padel;L-V;HORA;TARDE;110000;5
BOG14;La Pala Club de Padel;L-V;HORA;TARDE;110000;5
BOG14;La Pala Club de Padel;L-V;HORA;TARDE;110000;5
BOG14;La Pala Club de Padel;L-V;HORA Y MEDIA;NOCHE;220000;5
BOG14;La Pala Club de Padel;L-V;HORA Y MEDIA;NOCHE;220000;5
BOG14;La Pala Club de Padel;L-V;HORA Y MEDIA;NOCHE;220000;5
BOG14;La Pala Club de Padel;S-F;HORA;TARDE;110000;5
BOG14;La Pala Club de Padel;S-F;HORA;TARDE;110000;5
BOG14;La Pala Club de Padel;S-F;HORA;TARDE;110000;5
BOG14;La Pala Club de Padel;S-F;HORA;TARDE;110000;5
BOG14;La Pala Club de Padel;S-F;HORA;TARDE;110000;5
BOG14;La Pala Club de Padel;S-F;HORA;TARDE;110000;5
BOG14;La Pala Club de Padel;S-F;HORA;NOCHE;110000;5
BOG14;La Pala Club de Padel;S-F;HORA;NOCHE;110000;5
BOG14;La Pala Club de Padel;S-F;HORA;NOCHE;110000;5
BOG14;La Pala Club de Padel;S-F;HORA Y MEDIA;MANANA;220000;5
BOG14;La Pala Club de Padel;S-F;HORA Y MEDIA;MANANA;220000;5
BOG14;La Pala Club de Padel;S-F;HORA Y MEDIA;MANANA;220000;5
BOG15;Padel Club Patios;L-V;HORA;MANANA;100000;2
BOG15;Padel Club Patios;L-V;HORA;MANANA;100000;2
BOG15;Padel Club Patios;L-V;HORA;MANANA;100000;2
BOG15;Padel Club Patios;L-V;HORA;TARDE;100000;2
BOG15;Padel Club Patios;L-V;HORA;TARDE;100000;2
BOG15;Padel Club Patios;L-V;HORA;TARDE;100000;2
BOG15;Padel Club Patios;L-V;HORA Y MEDIA;MANANA;180000;2
BOG15;Padel Club Patios;L-V;HORA Y MEDIA;MANANA;180000;2
BOG15;Padel Club Patios;L-V;HORA Y MEDIA;TARDE;180000;2
BOG15;Padel Club Patios;L-V;HORA Y MEDIA;TARDE;180000;2
BOG15;Padel Club Patios;L-V;HORA Y MEDIA;NOCHE;180000;2
BOG15;Padel Club Patios;L-V;HORA Y MEDIA;NOCHE;180000;2
BOG15;Padel Club Patios;S-F;HORA Y MEDIA;MANANA;180000;2
BOG15;Padel Club Patios;S-F;HORA Y MEDIA;MANANA;180000;2
BOG15;Padel Club Patios;S-F;HORA Y MEDIA;MANANA;180000;2
BOG15;Padel Club Patios;S-F;HORA Y MEDIA;MANANA;180000;2
BOG15;Padel Club Patios;S-F;HORA Y MEDIA;TARDE;180000;2
BOG15;Padel Club Patios;S-F;HORA Y MEDIA;TARDE;180000;2
BOG15;Padel Club Patios;S-F;HORA Y MEDIA;TARDE;180000;2
BOG15;Padel Club Patios;S-F;HORA Y MEDIA;TARDE;180000;2
BOG15;Padel Club Patios;S-F;HORA Y MEDIA;NOCHE;180000;2
BOG15;Padel Club Patios;S-F;HORA Y MEDIA;NOCHE;180000;2
BOG15;Padel Club Patios;S-F;HORA Y MEDIA;NOCHE;180000;2
BOG16;Fudel Rapido;L-V;HORA;MANANA;80000;1
BOG16;Fudel Rapido;L-V;HORA;MANANA;80000;1
BOG16;Fudel Rapido;L-V;HORA;MANANA;80000;1
BOG16;Fudel Rapido;L-V;HORA;MANANA;80000;1
BOG16;Fudel Rapido;L-V;HORA;MANANA;80000;1
BOG16;Fudel Rapido;L-V;HORA;MANANA;80000;1
BOG16;Fudel Rapido;L-V;HORA;TARDE;80000;1
BOG16;Fudel Rapido;L-V;HORA;TARDE;80000;1
BOG16;Fudel Rapido;L-V;HORA;TARDE;80000;1
BOG16;Fudel Rapido;L-V;HORA;TARDE;80000;1
BOG16;Fudel Rapido;L-V;HORA;TARDE;80000;1
BOG16;Fudel Rapido;L-V;HORA;TARDE;80000;1
BOG16;Fudel Rapido;L-V;HORA;NOCHE;120000;1
BOG16;Fudel Rapido;L-V;HORA;NOCHE;80000;1
BOG16;Fudel Rapido;L-V;HORA Y MEDIA;NOCHE;160000;1
BOG16;Fudel Rapido;L-V;HORA Y MEDIA;NOCHE;160000;1
BOG16;Fudel Rapido;S-F;HORA;MANANA;80000;1
BOG16;Fudel Rapido;S-F;HORA;TARDE;80000;1
BOG16;Fudel Rapido;S-F;HORA;TARDE;80000;1
BOG16;Fudel Rapido;S-F;HORA;TARDE;80000;1
BOG16;Fudel Rapido;S-F;HORA;TARDE;80000;1
BOG16;Fudel Rapido;S-F;HORA;TARDE;80000;1
BOG16;Fudel Rapido;S-F;HORA;NOCHE;80000;1
BOG16;Fudel Rapido;S-F;HORA;NOCHE;80000;1
BOG16;Fudel Rapido;S-F;HORA;NOCHE;80000;1
BOG16;Fudel Rapido;S-F;HORA;NOCHE;80000;1
BOG16;Fudel Rapido;S-F;HORA;NOCHE;80000;1
BOG16;Fudel Rapido;S-F;HORA Y MEDIA;MANANA;160000;1
BOG16;Fudel Rapido;S-F;HORA Y MEDIA;MANANA;160000;1
BOG16;Fudel Rapido;S-F;HORA Y MEDIA;MANANA;160000;1
BOG16;Fudel Rapido;S-F;HORA Y MEDIA;MANANA;160000;1
BOG17;Distrito Padel Club;L-V;HORA;MANANA;80000;5
BOG17;Distrito Padel Club;L-V;HORA;MANANA;60000;5
BOG17;Distrito Padel Club;L-V;HORA;MANANA;60000;5
BOG17;Distrito Padel Club;L-V;HORA;MANANA;60000;5
BOG17;Distrito Padel Club;L-V;HORA;MANANA;80000;5
BOG17;Distrito Padel Club;L-V;HORA;MANANA;60000;5
BOG17;Distrito Padel Club;L-V;HORA;TARDE;60000;5
BOG17;Distrito Padel Club;L-V;HORA;TARDE;60000;5
BOG17;Distrito Padel Club;L-V;HORA;TARDE;60000;5
BOG17;Distrito Padel Club;L-V;HORA;TARDE;60000;5
BOG17;Distrito Padel Club;L-V;HORA;TARDE;60000;5
BOG17;Distrito Padel Club;L-V;HORA;TARDE;60000;5
BOG17;Distrito Padel Club;L-V;HORA Y MEDIA;NOCHE;170000;5
BOG17;Distrito Padel Club;L-V;HORA Y MEDIA;NOCHE;170000;5
BOG17;Distrito Padel Club;L-V;HORA Y MEDIA;NOCHE;170000;5
BOG17;Distrito Padel Club;S-F;HORA;TARDE;80000;5
BOG17;Distrito Padel Club;S-F;HORA;TARDE;80000;5
BOG17;Distrito Padel Club;S-F;HORA;TARDE;80000;5
BOG17;Distrito Padel Club;S-F;HORA;TARDE;80000;5
BOG17;Distrito Padel Club;S-F;HORA;TARDE;80000;5
BOG17;Distrito Padel Club;S-F;HORA;TARDE;80000;5
BOG17;Distrito Padel Club;S-F;HORA;NOCHE;80000;5
BOG17;Distrito Padel Club;S-F;HORA;NOCHE;80000;5
BOG17;Distrito Padel Club;S-F;HORA;NOCHE;80000;5
BOG17;Distrito Padel Club;S-F;HORA;NOCHE;80000;5
BOG17;Distrito Padel Club;S-F;HORA;NOCHE;80000;5
BOG17;Distrito Padel Club;S-F;HORA Y MEDIA;MANANA;170000;5
BOG17;Distrito Padel Club;S-F;HORA Y MEDIA;MANANA;170000;5
BOG17;Distrito Padel Club;S-F;HORA Y MEDIA;MANANA;170000;5
BOG17;Distrito Padel Club;S-F;HORA Y MEDIA;MANANA;170000;5
BOG20;Urban Padel;L-V;HORA;MANANA;60000;3
BOG20;Urban Padel;L-V;HORA;MANANA;60000;3
BOG20;Urban Padel;L-V;HORA;MANANA;60000;3
BOG20;Urban Padel;L-V;HORA;MANANA;80000;3
BOG20;Urban Padel;L-V;HORA;MANANA;80000;3
BOG20;Urban Padel;L-V;HORA;MANANA;60000;3
BOG20;Urban Padel;L-V;HORA;TARDE;60000;3
BOG20;Urban Padel;L-V;HORA;TARDE;70000;3
BOG20;Urban Padel;L-V;HORA;TARDE;100000;3
BOG20;Urban Padel;L-V;HORA;TARDE;60000;3
BOG20;Urban Padel;L-V;HORA;TARDE;60000;3
BOG20;Urban Padel;L-V;HORA;TARDE;60000;3
BOG20;Urban Padel;L-V;HORA;NOCHE;100000;3
BOG20;Urban Padel;L-V;HORA;NOCHE;100000;3
BOG20;Urban Padel;L-V;HORA Y MEDIA;TARDE;100000;3
BOG20;Urban Padel;L-V;HORA Y MEDIA;TARDE;90000;3
BOG20;Urban Padel;L-V;HORA Y MEDIA;TARDE;80000;3
BOG20;Urban Padel;L-V;HORA Y MEDIA;NOCHE;180000;3
BOG20;Urban Padel;L-V;HORA Y MEDIA;NOCHE;140000;3
BOG20;Urban Padel;L-V;HORA Y MEDIA;NOCHE;150000;3
BOG20;Urban Padel;L-V;HORA Y MEDIA;NOCHE;100000;3
BOG20;Urban Padel;L-V;HORA Y MEDIA;NOCHE;180000;3
BOG20;Urban Padel;L-V;HORA Y MEDIA;NOCHE;180000;3
BOG20;Urban Padel;S-F;HORA;MANANA;100000;3
BOG20;Urban Padel;S-F;HORA;MANANA;100000;3
BOG20;Urban Padel;S-F;HORA;MANANA;80000;3
BOG20;Urban Padel;S-F;HORA;MANANA;80000;3
BOG20;Urban Padel;S-F;HORA;MANANA;100000;3
BOG20;Urban Padel;S-F;HORA;MANANA;100000;3
BOG20;Urban Padel;S-F;HORA;TARDE;90000;3
BOG20;Urban Padel;S-F;HORA;TARDE;90000;3
BOG20;Urban Padel;S-F;HORA;TARDE;90000;3
BOG20;Urban Padel;S-F;HORA;TARDE;90000;3
BOG20;Urban Padel;S-F;HORA;TARDE;90000;3
BOG20;Urban Padel;S-F;HORA;TARDE;90000;3
BOG20;Urban Padel;S-F;HORA;NOCHE;90000;3
BOG20;Urban Padel;S-F;HORA;NOCHE;90000;3
BOG20;Urban Padel;S-F;HORA;NOCHE;90000;3
BOG20;Urban Padel;S-F;HORA;NOCHE;90000;3
BOG20;Urban Padel;S-F;HORA;NOCHE;90000;3
BOG21;Cancha Central;L-V;HORA;MANANA;100000;1
BOG21;Cancha Central;L-V;HORA;MANANA;100000;1
BOG21;Cancha Central;L-V;HORA;MANANA;100000;1
BOG21;Cancha Central;L-V;HORA;MANANA;100000;1
BOG21;Cancha Central;L-V;HORA;MANANA;100000;1
BOG21;Cancha Central;L-V;HORA;MANANA;100000;1
BOG21;Cancha Central;L-V;HORA;TARDE;100000;1
BOG21;Cancha Central;L-V;HORA;TARDE;100000;1
BOG21;Cancha Central;L-V;HORA;TARDE;100000;1
BOG21;Cancha Central;L-V;HORA;TARDE;100000;1
BOG21;Cancha Central;L-V;HORA;TARDE;100000;1
BOG21;Cancha Central;L-V;HORA Y MEDIA;TARDE;190000;1
BOG21;Cancha Central;L-V;HORA Y MEDIA;NOCHE;190000;1
BOG21;Cancha Central;L-V;HORA Y MEDIA;NOCHE;190000;1
BOG21;Cancha Central;L-V;HORA Y MEDIA;NOCHE;190000;1
BOG21;Cancha Central;L-V;HORA Y MEDIA;NOCHE;150000;1
BOG21;Cancha Central;S-F;HORA Y MEDIA;MANANA;190000;1
BOG21;Cancha Central;S-F;HORA Y MEDIA;MANANA;190000;1
BOG21;Cancha Central;S-F;HORA Y MEDIA;MANANA;150000;1
BOG21;Cancha Central;S-F;HORA Y MEDIA;MANANA;190000;1
BOG21;Cancha Central;S-F;HORA Y MEDIA;TARDE;150000;1
BOG21;Cancha Central;S-F;HORA Y MEDIA;TARDE;150000;1
BOG21;Cancha Central;S-F;HORA Y MEDIA;TARDE;150000;1
BOG21;Cancha Central;S-F;HORA Y MEDIA;TARDE;150000;1
BOG21;Cancha Central;S-F;HORA Y MEDIA;NOCHE;150000;1
BOG21;Cancha Central;S-F;HORA Y MEDIA;NOCHE;150000;1
BOG21;Cancha Central;S-F;HORA Y MEDIA;NOCHE;150000;1
BOG21;Cancha Central;S-F;HORA Y MEDIA;NOCHE;150000;1
BOG22;Slam Padel Chico;L-V;HORA;MANANA;110000;2
BOG22;Slam Padel Chico;L-V;HORA;MANANA;90000;2
BOG22;Slam Padel Chico;L-V;HORA;MANANA;90000;2
BOG22;Slam Padel Chico;L-V;HORA;MANANA;90000;2
BOG22;Slam Padel Chico;L-V;HORA;MANANA;90000;2
BOG22;Slam Padel Chico;L-V;HORA;MANANA;110000;2
BOG22;Slam Padel Chico;L-V;HORA;MANANA;110000;2
BOG22;Slam Padel Chico;L-V;HORA;TARDE;110000;2
BOG22;Slam Padel Chico;L-V;HORA;TARDE;110000;2
BOG22;Slam Padel Chico;L-V;HORA;TARDE;110000;2
BOG22;Slam Padel Chico;L-V;HORA Y MEDIA;TARDE;110000;2
BOG22;Slam Padel Chico;L-V;HORA Y MEDIA;TARDE;110000;2
BOG22;Slam Padel Chico;L-V;HORA Y MEDIA;NOCHE;220000;2
BOG22;Slam Padel Chico;L-V;HORA Y MEDIA;NOCHE;220000;2
BOG22;Slam Padel Chico;L-V;HORA Y MEDIA;NOCHE;220000;2
BOG22;Slam Padel Chico;S-F;HORA;TARDE;110000;2
BOG22;Slam Padel Chico;S-F;HORA;TARDE;110000;2
BOG22;Slam Padel Chico;S-F;HORA;TARDE;110000;2
BOG22;Slam Padel Chico;S-F;HORA;TARDE;110000;2
BOG22;Slam Padel Chico;S-F;HORA;TARDE;110000;2
BOG22;Slam Padel Chico;S-F;HORA;TARDE;110000;2
BOG22;Slam Padel Chico;S-F;HORA;NOCHE;110000;2
BOG22;Slam Padel Chico;S-F;HORA;NOCHE;110000;2
BOG22;Slam Padel Chico;S-F;HORA;NOCHE;110000;2
BOG22;Slam Padel Chico;S-F;HORA;NOCHE;110000;2
BOG22;Slam Padel Chico;S-F;HORA Y MEDIA;MANANA;220000;2
BOG22;Slam Padel Chico;S-F;HORA Y MEDIA;MANANA;110000;2
BOG22;Slam Padel Chico;S-F;HORA Y MEDIA;MANANA;220000;2
BOG22;Slam Padel Chico;S-F;HORA Y MEDIA;MANANA;220000;2
BOG23;Padel DC;L-V;HORA;TARDE;120000;1
BOG23;Padel DC;L-V;HORA;TARDE;120000;1
BOG23;Padel DC;L-V;HORA;TARDE;120000;1
BOG23;Padel DC;L-V;HORA;TARDE;120000;1
BOG23;Padel DC;L-V;HORA Y MEDIA;MANANA;160000;1
BOG23;Padel DC;L-V;HORA Y MEDIA;MANANA;160000;1
BOG23;Padel DC;L-V;HORA Y MEDIA;MANANA;160000;1
BOG23;Padel DC;L-V;HORA Y MEDIA;MANANA;160000;1
BOG23;Padel DC;L-V;HORA Y MEDIA;TARDE;160000;1
BOG23;Padel DC;L-V;HORA Y MEDIA;TARDE;160000;1
BOG23;Padel DC;L-V;HORA Y MEDIA;NOCHE;160000;1
BOG23;Padel DC;L-V;HORA Y MEDIA;NOCHE;160000;1
BOG23;Padel DC;L-V;HORA Y MEDIA;NOCHE;160000;1
BOG23;Padel DC;S-F;HORA;TARDE;120000;1
BOG23;Padel DC;S-F;HORA;TARDE;120000;1
BOG23;Padel DC;S-F;HORA;TARDE;120000;1
BOG23;Padel DC;S-F;HORA;TARDE;120000;1
BOG23;Padel DC;S-F;HORA Y MEDIA;MANANA;160000;1
BOG23;Padel DC;S-F;HORA Y MEDIA;MANANA;160000;1
BOG23;Padel DC;S-F;HORA Y MEDIA;MANANA;160000;1
BOG23;Padel DC;S-F;HORA Y MEDIA;MANANA;160000;1
BOG23;Padel DC;S-F;HORA Y MEDIA;TARDE;160000;1
BOG23;Padel DC;S-F;HORA Y MEDIA;TARDE;160000;1
BOG23;Padel DC;S-F;HORA Y MEDIA;NOCHE;160000;1
BOG23;Padel DC;S-F;HORA Y MEDIA;NOCHE;160000;1
BOG23;Padel DC;S-F;HORA Y MEDIA;NOCHE;160000;1
